date,sku_id,customer_id,units_sold,revenue,unit_price,promo_flag
2024-01-04,SKU100,C007,190,342.0,1.8,False
2024-01-04,SKU100,C008,197,354.6,1.8,False
2024-01-04,SKU100,C009,185,333.0,1.8,False
2024-01-04,SKU100,C010,169,304.2,1.8,False
2024-01-04,SKU110,C001,120,228.0,1.9,False
2024-01-04,SKU110,C002,136,258.4,1.9,False
2024-01-04,SKU110,C003,112,212.8,1.9,False
2024-01-04,SKU110,C004,66,125.4,1.9,False
2024-01-04,SKU110,C005,76,144.4,1.9,False
2024-01-04,SKU110,C006,84,159.6,1.9,False
2024-01-04,SKU110,C007,129,245.1,1.9,False
2024-01-04,SKU110,C008,133,252.7,1.9,False
2024-01-04,SKU110,C009,128,243.2,1.9,False
2024-01-04,SKU110,C010,118,224.2,1.9,False
2024-01-04,SKU200,C001,75,90.0,1.2,False
2024-01-04,SKU200,C002,102,122.4,1.2,False
2024-01-04,SKU200,C003,81,97.2,1.2,False
2024-01-04,SKU200,C004,58,69.6,1.2,False
2024-01-04,SKU200,C005,39,46.8,1.2,False
2024-01-04,SKU200,C006,50,60.0,1.2,False
2024-01-04,SKU200,C007,106,127.2,1.2,False
2024-01-04,SKU200,C008,99,118.8,1.2,False
2024-01-04,SKU200,C009,90,108.0,1.2,False
2024-01-04,SKU200,C010,76,91.2,1.2,False
2024-01-04,SKU210,C001,85,110.5,1.3,False
2024-01-04,SKU210,C002,50,65.0,1.3,False
2024-01-04,SKU210,C003,57,74.1,1.3,False
2024-01-04,SKU210,C004,32,41.6,1.3,False
2024-01-04,SKU210,C005,40,52.0,1.3,False
2024-01-04,SKU210,C006,42,54.6,1.3,False
2024-01-04,SKU210,C007,90,117.0,1.3,False
2024-01-04,SKU210,C008,76,98.8,1.3,False
2024-01-04,SKU210,C009,68,88.4,1.3,False
2024-01-04,SKU210,C010,73,94.9,1.3,False
2024-01-04,SKU300,C001,42,63.0,1.5,False
2024-01-04,SKU300,C002,49,73.5,1.5,False
2024-01-04,SKU300,C003,54,81.0,1.5,False
2024-01-04,SKU300,C004,24,36.0,1.5,False
2024-01-04,SKU300,C005,42,63.0,1.5,False
2024-01-04,SKU300,C006,25,37.5,1.5,False
2024-01-04,SKU300,C007,46,69.0,1.5,False
2024-01-04,SKU300,C008,59,88.5,1.5,False
2024-01-04,SKU300,C009,50,75.0,1.5,False
2024-01-04,SKU300,C010,36,54.0,1.5,False
2024-01-04,SKU310,C001,41,61.5,1.5,False
2024-01-04,SKU310,C002,36,54.0,1.5,False
2024-01-04,SKU310,C003,43,64.5,1.5,False
2024-01-04,SKU310,C004,22,33.0,1.5,False
2024-01-04,SKU310,C005,30,45.0,1.5,False
2024-01-04,SKU310,C006,28,42.0,1.5,False
2024-01-04,SKU310,C007,51,76.5,1.5,False
2024-01-04,SKU310,C008,42,63.0,1.5,False
2024-01-04,SKU310,C009,38,57.0,1.5,False
2024-01-04,SKU310,C010,49,73.5,1.5,False
2024-01-05,SKU100,C001,191,343.8,1.8,False
2024-01-05,SKU100,C002,182,327.6,1.8,False
2024-01-05,SKU100,C003,151,271.8,1.8,False
2024-01-05,SKU100,C004,120,216.0,1.8,False
2024-01-05,SKU100,C005,123,221.4,1.8,False
2024-01-05,SKU100,C006,135,243.0,1.8,False
2024-01-05,SKU100,C007,168,302.4,1.8,False
2024-01-05,SKU100,C008,167,300.6,1.8,False
2024-01-05,SKU100,C009,148,266.4,1.8,False
2024-01-05,SKU100,C010,174,313.2,1.8,False
2024-01-05,SKU110,C001,119,226.1,1.9,False
2024-01-05,SKU110,C002,118,224.2,1.9,False
2024-01-05,SKU110,C003,96,182.4,1.9,False
2024-01-05,SKU110,C004,63,119.7,1.9,False
2024-01-05,SKU110,C005,53,100.7,1.9,False
2024-01-05,SKU110,C006,70,133.0,1.9,False
2024-01-05,SKU110,C007,125,237.5,1.9,False
2024-01-05,SKU110,C008,132,250.8,1.9,False
2024-01-05,SKU110,C009,97,184.3,1.9,False
2024-01-05,SKU110,C010,126,239.4,1.9,False
2024-01-05,SKU200,C001,86,103.2,1.2,False
2024-01-05,SKU200,C002,91,109.2,1.2,False
2024-01-05,SKU200,C003,82,98.4,1.2,False
2024-01-05,SKU200,C004,48,57.6,1.2,False
2024-01-05,SKU200,C005,48,57.6,1.2,False
2024-01-05,SKU200,C006,54,64.8,1.2,False
2024-01-05,SKU200,C007,66,79.2,1.2,False
2024-01-05,SKU200,C008,97,116.4,1.2,False
2024-01-05,SKU200,C009,70,84.0,1.2,False
2024-01-05,SKU200,C010,86,103.2,1.2,False
2024-01-05,SKU210,C001,73,94.9,1.3,False
2024-01-05,SKU210,C002,68,88.4,1.3,False
2024-01-05,SKU210,C003,70,91.0,1.3,False
2024-01-05,SKU210,C004,40,52.0,1.3,False
2024-01-05,SKU210,C005,39,50.7,1.3,False
2024-01-05,SKU210,C006,26,33.8,1.3,False
2024-01-05,SKU210,C007,62,80.6,1.3,False
2024-01-05,SKU210,C008,67,87.1,1.3,False
2024-01-05,SKU210,C009,48,62.4,1.3,False
2024-01-05,SKU210,C010,69,89.7,1.3,False
2024-01-05,SKU300,C001,54,81.0,1.5,False
2024-01-05,SKU300,C002,48,72.0,1.5,False
2024-01-05,SKU300,C003,48,72.0,1.5,False
2024-01-05,SKU300,C004,23,34.5,1.5,False
2024-01-05,SKU300,C005,25,37.5,1.5,False
2024-01-05,SKU300,C006,27,40.5,1.5,False
2024-01-05,SKU300,C007,69,103.5,1.5,False
2024-01-05,SKU300,C008,71,106.5,1.5,False
2024-01-05,SKU300,C009,53,79.5,1.5,False
2024-01-05,SKU300,C010,52,78.0,1.5,False
2024-01-05,SKU310,C001,48,72.0,1.5,False
2024-01-05,SKU310,C002,35,52.5,1.5,False
2024-01-05,SKU310,C003,34,51.0,1.5,False
2024-01-05,SKU310,C004,23,34.5,1.5,False
2024-01-05,SKU310,C005,26,39.0,1.5,False
2024-01-05,SKU310,C006,35,52.5,1.5,False
2024-01-05,SKU310,C007,57,85.5,1.5,False
2024-01-05,SKU310,C008,60,90.0,1.5,False
2024-01-05,SKU310,C009,48,72.0,1.5,False
2024-01-05,SKU310,C010,48,72.0,1.5,False
2024-01-06,SKU100,C001,160,288.0,1.8,False
2024-01-06,SKU100,C002,162,291.6,1.8,False
2024-01-06,SKU100,C003,172,309.6,1.8,False
2024-01-06,SKU100,C004,107,192.6,1.8,False
2024-01-06,SKU100,C005,134,241.2,1.8,False
2024-01-06,SKU100,C006,111,199.8,1.8,False
2024-01-06,SKU100,C007,201,361.8,1.8,False
2024-01-06,SKU100,C008,192,345.6,1.8,False
2024-01-06,SKU100,C009,148,266.4,1.8,False
2024-01-06,SKU100,C010,126,226.8,1.8,False
2024-01-06,SKU110,C001,122,231.8,1.9,False
2024-01-06,SKU110,C002,94,178.6,1.9,False
2024-01-06,SKU110,C003,113,214.7,1.9,False
2024-01-06,SKU110,C004,61,115.9,1.9,False
2024-01-06,SKU110,C005,65,123.5,1.9,False
2024-01-06,SKU110,C006,95,180.5,1.9,False
2024-01-06,SKU110,C007,114,216.6,1.9,False
2024-01-06,SKU110,C008,137,260.3,1.9,False
2024-01-06,SKU110,C009,111,210.9,1.9,False
2024-01-06,SKU110,C010,111,210.9,1.9,False
2024-01-06,SKU200,C001,86,103.2,1.2,False
2024-01-06,SKU200,C002,86,103.2,1.2,False
2024-01-06,SKU200,C003,74,88.8,1.2,False
2024-01-06,SKU200,C004,47,56.4,1.2,False
2024-01-06,SKU200,C005,47,56.4,1.2,False
2024-01-06,SKU200,C006,44,52.8,1.2,False
2024-01-06,SKU200,C007,85,102.0,1.2,False
2024-01-06,SKU200,C008,90,108.0,1.2,False
2024-01-06,SKU200,C009,75,90.0,1.2,False
2024-01-06,SKU200,C010,67,80.4,1.2,False
2024-01-06,SKU210,C001,56,72.8,1.3,False
2024-01-06,SKU210,C002,68,88.4,1.3,False
2024-01-06,SKU210,C003,69,89.7,1.3,False
2024-01-06,SKU210,C004,43,55.9,1.3,False
2024-01-06,SKU210,C005,31,40.3,1.3,False
2024-01-06,SKU210,C006,41,53.3,1.3,False
2024-01-06,SKU210,C007,59,76.7,1.3,False
2024-01-06,SKU210,C008,78,101.4,1.3,False
2024-01-06,SKU210,C009,87,113.1,1.3,False
2024-01-06,SKU210,C010,76,98.8,1.3,False
2024-01-06,SKU300,C001,57,85.5,1.5,False
2024-01-06,SKU300,C002,56,84.0,1.5,False
2024-01-06,SKU300,C003,34,51.0,1.5,False
2024-01-06,SKU300,C004,28,42.0,1.5,False
2024-01-06,SKU300,C005,31,46.5,1.5,False
2024-01-06,SKU300,C006,37,55.5,1.5,False
2024-01-06,SKU300,C007,55,82.5,1.5,False
2024-01-06,SKU300,C008,58,87.0,1.5,False
2024-01-06,SKU300,C009,52,78.0,1.5,False
2024-01-06,SKU300,C010,55,82.5,1.5,False
2024-01-06,SKU310,C001,43,64.5,1.5,False
2024-01-06,SKU310,C002,53,79.5,1.5,False
2024-01-06,SKU310,C003,49,73.5,1.5,False
2024-01-06,SKU310,C004,18,27.0,1.5,False
2024-01-06,SKU310,C005,28,42.0,1.5,False
2024-01-06,SKU310,C006,33,49.5,1.5,False
2024-01-06,SKU310,C007,43,64.5,1.5,False
2024-01-06,SKU310,C008,49,73.5,1.5,False
2024-01-06,SKU310,C009,44,66.0,1.5,False
2024-01-06,SKU310,C010,39,58.5,1.5,False
2024-01-07,SKU100,C001,156,280.8,1.8,False
2024-01-07,SKU100,C002,165,297.0,1.8,False
2024-01-07,SKU100,C003,146,262.8,1.8,False
2024-01-07,SKU100,C004,116,208.8,1.8,False
2024-01-07,SKU100,C005,125,225.0,1.8,False
2024-01-07,SKU100,C006,116,208.8,1.8,False
2024-01-07,SKU100,C007,161,289.8,1.8,False
2024-01-07,SKU100,C008,213,383.4,1.8,False
2024-01-07,SKU100,C009,195,351.0,1.8,False
2024-01-07,SKU100,C010,158,284.4,1.8,False
2024-01-07,SKU110,C001,130,247.0,1.9,False
2024-01-07,SKU110,C002,119,226.1,1.9,False
2024-01-07,SKU110,C003,113,214.7,1.9,False
2024-01-07,SKU110,C004,58,110.2,1.9,False
2024-01-07,SKU110,C005,66,125.4,1.9,False
2024-01-07,SKU110,C006,73,138.7,1.9,False
2024-01-07,SKU110,C007,142,269.8,1.9,False
2024-01-07,SKU110,C008,155,294.5,1.9,False
2024-01-07,SKU110,C009,109,207.1,1.9,False
2024-01-07,SKU110,C010,125,237.5,1.9,False
2024-01-07,SKU200,C001,91,109.2,1.2,False
2024-01-07,SKU200,C002,73,87.6,1.2,False
2024-01-07,SKU200,C003,91,109.2,1.2,False
2024-01-07,SKU200,C004,47,56.4,1.2,False
2024-01-07,SKU200,C005,44,52.8,1.2,False
2024-01-07,SKU200,C006,47,56.4,1.2,False
2024-01-07,SKU200,C007,73,87.6,1.2,False
2024-01-07,SKU200,C008,69,82.8,1.2,False
2024-01-07,SKU200,C009,83,99.6,1.2,False
2024-01-07,SKU200,C010,98,117.6,1.2,False
2024-01-07,SKU210,C001,60,78.0,1.3,False
2024-01-07,SKU210,C002,63,81.9,1.3,False
2024-01-07,SKU210,C003,86,111.8,1.3,False
2024-01-07,SKU210,C004,52,67.6,1.3,False
2024-01-07,SKU210,C005,30,39.0,1.3,False
2024-01-07,SKU210,C006,37,48.1,1.3,False
2024-01-07,SKU210,C007,82,106.6,1.3,False
2024-01-07,SKU210,C008,74,96.2,1.3,False
2024-01-07,SKU210,C009,52,67.6,1.3,False
2024-01-07,SKU210,C010,62,80.6,1.3,False
2024-01-07,SKU300,C001,46,69.0,1.5,False
2024-01-07,SKU300,C002,50,75.0,1.5,False
2024-01-07,SKU300,C003,49,73.5,1.5,False
2024-01-07,SKU300,C004,38,57.0,1.5,False
2024-01-07,SKU300,C005,30,45.0,1.5,False
2024-01-07,SKU300,C006,35,52.5,1.5,False
2024-01-07,SKU300,C007,54,81.0,1.5,False
2024-01-07,SKU300,C008,51,76.5,1.5,False
2024-01-07,SKU300,C009,49,73.5,1.5,False
2024-01-07,SKU300,C010,39,58.5,1.5,False
2024-01-07,SKU310,C001,33,49.5,1.5,False
2024-01-07,SKU310,C002,49,73.5,1.5,False
2024-01-07,SKU310,C003,37,55.5,1.5,False
2024-01-07,SKU310,C004,21,31.5,1.5,False
2024-01-07,SKU310,C005,27,40.5,1.5,False
2024-01-07,SKU310,C006,16,24.0,1.5,False
2024-01-07,SKU310,C007,32,48.0,1.5,False
2024-01-07,SKU310,C008,64,96.0,1.5,False
2024-01-07,SKU310,C009,38,57.0,1.5,False
2024-01-07,SKU310,C010,42,63.0,1.5,False
2024-01-08,SKU100,C001,164,295.2,1.8,False
2024-01-08,SKU100,C002,187,336.6,1.8,False
2024-01-08,SKU100,C003,161,289.8,1.8,False
2024-01-08,SKU100,C004,101,181.8,1.8,False
2024-01-08,SKU100,C005,130,234.0,1.8,False
2024-01-08,SKU100,C006,104,187.2,1.8,False
2024-01-08,SKU100,C007,179,322.2,1.8,False
2024-01-08,SKU100,C008,190,342.0,1.8,False
2024-01-08,SKU100,C009,187,336.6,1.8,False
2024-01-08,SKU100,C010,166,298.8,1.8,False
2024-01-08,SKU110,C001,116,220.4,1.9,False
2024-01-08,SKU110,C002,128,243.2,1.9,False
2024-01-08,SKU110,C003,100,190.0,1.9,False
2024-01-08,SKU110,C004,80,152.0,1.9,False
2024-01-08,SKU110,C005,63,119.7,1.9,False
2024-01-08,SKU110,C006,61,115.9,1.9,False
2024-01-08,SKU110,C007,146,277.4,1.9,False
2024-01-08,SKU110,C008,151,286.9,1.9,False
2024-01-08,SKU110,C009,121,229.9,1.9,False
2024-01-08,SKU110,C010,118,224.2,1.9,False
2024-01-08,SKU200,C001,75,90.0,1.2,False
2024-01-08,SKU200,C002,84,100.8,1.2,False
2024-01-08,SKU200,C003,100,120.0,1.2,False
2024-01-08,SKU200,C004,46,55.2,1.2,False
2024-01-08,SKU200,C005,33,39.6,1.2,False
2024-01-08,SKU200,C006,42,50.4,1.2,False
2024-01-08,SKU200,C007,55,66.0,1.2,False
2024-01-08,SKU200,C008,81,97.2,1.2,False
2024-01-08,SKU200,C009,70,84.0,1.2,False
2024-01-08,SKU200,C010,72,86.4,1.2,False
2024-01-08,SKU210,C001,52,67.6,1.3,False
2024-01-08,SKU210,C002,47,61.1,1.3,False
2024-01-08,SKU210,C003,61,79.3,1.3,False
2024-01-08,SKU210,C004,41,53.3,1.3,False
2024-01-08,SKU210,C005,33,42.9,1.3,False
2024-01-08,SKU210,C006,41,53.3,1.3,False
2024-01-08,SKU210,C007,80,104.0,1.3,False
2024-01-08,SKU210,C008,73,94.9,1.3,False
2024-01-08,SKU210,C009,59,76.7,1.3,False
2024-01-08,SKU210,C010,60,78.0,1.3,False
2024-01-08,SKU300,C001,49,73.5,1.5,False
2024-01-08,SKU300,C002,57,85.5,1.5,False
2024-01-08,SKU300,C003,54,81.0,1.5,False
2024-01-08,SKU300,C004,26,39.0,1.5,False
2024-01-08,SKU300,C005,27,40.5,1.5,False
2024-01-08,SKU300,C006,29,43.5,1.5,False
2024-01-08,SKU300,C007,59,88.5,1.5,False
2024-01-08,SKU300,C008,72,108.0,1.5,False
2024-01-08,SKU300,C009,47,70.5,1.5,False
2024-01-08,SKU300,C010,55,82.5,1.5,False
2024-01-08,SKU310,C001,33,49.5,1.5,False
2024-01-08,SKU310,C002,33,49.5,1.5,False
2024-01-08,SKU310,C003,38,57.0,1.5,False
2024-01-08,SKU310,C004,35,52.5,1.5,False
2024-01-08,SKU310,C005,18,27.0,1.5,False
2024-01-08,SKU310,C006,30,45.0,1.5,False
2024-01-08,SKU310,C007,50,75.0,1.5,False
2024-01-08,SKU310,C008,46,69.0,1.5,False
2024-01-08,SKU310,C009,47,70.5,1.5,False
2024-01-08,SKU310,C010,51,76.5,1.5,False
2024-01-09,SKU100,C001,188,338.4,1.8,False
2024-01-09,SKU100,C002,173,311.4,1.8,False
2024-01-09,SKU100,C003,161,289.8,1.8,False
2024-01-09,SKU100,C004,96,172.8,1.8,False
2024-01-09,SKU100,C005,104,187.2,1.8,False
2024-01-09,SKU100,C006,93,167.4,1.8,False
2024-01-09,SKU100,C007,224,403.2,1.8,False
2024-01-09,SKU100,C008,199,358.2,1.8,False
2024-01-09,SKU100,C009,202,363.6,1.8,False
2024-01-09,SKU100,C010,157,282.6,1.8,False
2024-01-09,SKU110,C001,112,212.8,1.9,False
2024-01-09,SKU110,C002,132,250.8,1.9,False
2024-01-09,SKU110,C003,136,258.4,1.9,False
2024-01-09,SKU110,C004,77,146.3,1.9,False
2024-01-09,SKU110,C005,78,148.2,1.9,False
2024-01-09,SKU110,C006,73,138.7,1.9,False
2024-01-09,SKU110,C007,135,256.5,1.9,False
2024-01-09,SKU110,C008,110,209.0,1.9,False
2024-01-09,SKU110,C009,110,209.0,1.9,False
2024-01-09,SKU110,C010,138,262.2,1.9,False
2024-01-09,SKU200,C001,58,69.6,1.2,False
2024-01-09,SKU200,C002,67,80.4,1.2,False
2024-01-09,SKU200,C003,83,99.6,1.2,False
2024-01-09,SKU200,C004,46,55.2,1.2,False
2024-01-09,SKU200,C005,40,48.0,1.2,False
2024-01-09,SKU200,C006,44,52.8,1.2,False
2024-01-09,SKU200,C007,90,108.0,1.2,False
2024-01-09,SKU200,C008,85,102.0,1.2,False
2024-01-09,SKU200,C009,82,98.4,1.2,False
2024-01-09,SKU200,C010,66,79.2,1.2,False
2024-01-09,SKU210,C001,77,100.1,1.3,False
2024-01-09,SKU210,C002,63,81.9,1.3,False
2024-01-09,SKU210,C003,62,80.6,1.3,False
2024-01-09,SKU210,C004,32,41.6,1.3,False
2024-01-09,SKU210,C005,39,50.7,1.3,False
2024-01-09,SKU210,C006,48,62.4,1.3,False
