date,sku_id,region,pos_units
2024-01-06,SKU110,ANZ-West,230
2024-01-06,SKU200,ANZ-North,153
2024-01-06,SKU200,ANZ-South,133
2024-01-06,SKU200,ANZ-East,166
2024-01-06,SKU200,ANZ-West,148
2024-01-06,SKU210,ANZ-North,123
2024-01-06,SKU210,ANZ-South,127
2024-01-06,SKU210,ANZ-East,128
2024-01-06,SKU210,ANZ-West,102
2024-01-06,SKU300,ANZ-North,109
2024-01-06,SKU300,ANZ-South,108
2024-01-06,SKU300,ANZ-East,82
2024-01-06,SKU300,ANZ-West,112
2024-01-06,SKU310,ANZ-North,88
2024-01-06,SKU310,ANZ-South,98
2024-01-06,SKU310,ANZ-East,91
2024-01-06,SKU310,ANZ-West,72
2024-01-07,SKU100,ANZ-North,300
2024-01-07,SKU100,ANZ-South,282
2024-01-07,SKU100,ANZ-East,370
2024-01-07,SKU100,ANZ-West,398
2024-01-07,SKU110,ANZ-North,250
2024-01-07,SKU110,ANZ-South,214
2024-01-07,SKU110,ANZ-East,209
2024-01-07,SKU110,ANZ-West,201
2024-01-07,SKU200,ANZ-North,160
2024-01-07,SKU200,ANZ-South,146
2024-01-07,SKU200,ANZ-East,165
2024-01-07,SKU200,ANZ-West,151
2024-01-07,SKU210,ANZ-North,129
2024-01-07,SKU210,ANZ-South,137
2024-01-07,SKU210,ANZ-East,104
2024-01-07,SKU210,ANZ-West,127
2024-01-07,SKU300,ANZ-North,122
2024-01-07,SKU300,ANZ-South,111
2024-01-07,SKU300,ANZ-East,123
2024-01-07,SKU300,ANZ-West,81
2024-01-07,SKU310,ANZ-North,103
2024-01-07,SKU310,ANZ-South,120
2024-01-07,SKU310,ANZ-East,68
2024-01-07,SKU310,ANZ-West,96
2024-01-08,SKU100,ANZ-North,378
2024-01-08,SKU100,ANZ-South,383
2024-01-08,SKU100,ANZ-East,368
2024-01-08,SKU100,ANZ-West,334
2024-01-08,SKU110,ANZ-North,172
2024-01-08,SKU110,ANZ-South,211
2024-01-08,SKU110,ANZ-East,213
2024-01-08,SKU110,ANZ-West,242
2024-01-08,SKU200,ANZ-North,186
2024-01-08,SKU200,ANZ-South,184
2024-01-08,SKU200,ANZ-East,125
2024-01-08,SKU200,ANZ-West,167
2024-01-08,SKU210,ANZ-North,115
2024-01-08,SKU210,ANZ-South,96
2024-01-08,SKU210,ANZ-East,149
2024-01-08,SKU210,ANZ-West,123
2024-01-08,SKU300,ANZ-North,130
2024-01-08,SKU300,ANZ-South,106
2024-01-08,SKU300,ANZ-East,86
2024-01-08,SKU300,ANZ-West,92
2024-01-08,SKU310,ANZ-North,86
2024-01-08,SKU310,ANZ-South,94
2024-01-08,SKU310,ANZ-East,117
2024-01-08,SKU310,ANZ-West,106
2024-01-09,SKU100,ANZ-North,388
2024-01-09,SKU100,ANZ-South,316
2024-01-09,SKU100,ANZ-East,315
2024-01-09,SKU100,ANZ-West,382
2024-01-09,SKU110,ANZ-North,216
2024-01-09,SKU110,ANZ-South,256
2024-01-09,SKU110,ANZ-East,325
2024-01-09,SKU110,ANZ-West,259
2024-01-09,SKU200,ANZ-North,139
2024-01-09,SKU200,ANZ-South,136
2024-01-09,SKU200,ANZ-East,150
2024-01-09,SKU200,ANZ-West,145
2024-01-09,SKU210,ANZ-North,163
2024-01-09,SKU210,ANZ-South,167
2024-01-09,SKU210,ANZ-East,122
2024-01-09,SKU210,ANZ-West,146
2024-01-09,SKU300,ANZ-North,117
2024-01-09,SKU300,ANZ-South,115
2024-01-09,SKU300,ANZ-East,114
2024-01-09,SKU300,ANZ-West,78
2024-01-09,SKU310,ANZ-North,101
2024-01-09,SKU310,ANZ-South,97
2024-01-09,SKU310,ANZ-East,98
2024-01-09,SKU310,ANZ-West,97
2024-01-10,SKU100,ANZ-North,340
2024-01-10,SKU100,ANZ-South,387
2024-01-10,SKU100,ANZ-East,340
2024-01-10,SKU100,ANZ-West,356
2024-01-10,SKU110,ANZ-North,210
2024-01-10,SKU110,ANZ-South,220
2024-01-10,SKU110,ANZ-East,258
2024-01-10,SKU110,ANZ-West,200
2024-01-10,SKU200,ANZ-North,137
2024-01-10,SKU200,ANZ-South,178
2024-01-10,SKU200,ANZ-East,174
2024-01-10,SKU200,ANZ-West,187
2024-01-10,SKU210,ANZ-North,180
2024-01-10,SKU210,ANZ-South,126
2024-01-10,SKU210,ANZ-East,143
2024-01-10,SKU210,ANZ-West,108
2024-01-10,SKU300,ANZ-North,94
2024-01-10,SKU300,ANZ-South,101
2024-01-10,SKU300,ANZ-East,106
2024-01-10,SKU300,ANZ-West,89
2024-01-10,SKU310,ANZ-North,104
2024-01-10,SKU310,ANZ-South,118
2024-01-10,SKU310,ANZ-East,108
2024-01-10,SKU310,ANZ-West,81
2024-01-11,SKU100,ANZ-North,340
2024-01-11,SKU100,ANZ-South,276
2024-01-11,SKU100,ANZ-East,378
2024-01-11,SKU100,ANZ-West,399
2024-01-11,SKU110,ANZ-North,220
2024-01-11,SKU110,ANZ-South,283
2024-01-11,SKU110,ANZ-East,269
2024-01-11,SKU110,ANZ-West,263
2024-01-11,SKU200,ANZ-North,151
2024-01-11,SKU200,ANZ-South,164
2024-01-11,SKU200,ANZ-East,154
2024-01-11,SKU200,ANZ-West,182
2024-01-11,SKU210,ANZ-North,152
2024-01-11,SKU210,ANZ-South,137
2024-01-11,SKU210,ANZ-East,148
2024-01-11,SKU210,ANZ-West,117
2024-01-11,SKU300,ANZ-North,124
2024-01-11,SKU300,ANZ-South,91
2024-01-11,SKU300,ANZ-East,84
2024-01-11,SKU300,ANZ-West,113
2024-01-11,SKU310,ANZ-North,71
2024-01-11,SKU310,ANZ-South,97
2024-01-11,SKU310,ANZ-East,93
2024-01-11,SKU310,ANZ-West,119
2024-01-12,SKU100,ANZ-North,370
2024-01-12,SKU100,ANZ-South,384
2024-01-12,SKU100,ANZ-East,285
2024-01-12,SKU100,ANZ-West,357
2024-01-12,SKU110,ANZ-North,268
2024-01-12,SKU110,ANZ-South,183
2024-01-12,SKU110,ANZ-East,306
2024-01-12,SKU110,ANZ-West,241
2024-01-12,SKU200,ANZ-North,163
2024-01-12,SKU200,ANZ-South,171
2024-01-12,SKU200,ANZ-East,150
2024-01-12,SKU200,ANZ-West,153
2024-01-12,SKU210,ANZ-North,161
2024-01-12,SKU210,ANZ-South,107
2024-01-12,SKU210,ANZ-East,122
2024-01-12,SKU210,ANZ-West,125
2024-01-12,SKU300,ANZ-North,100
2024-01-12,SKU300,ANZ-South,77
2024-01-12,SKU300,ANZ-East,94
2024-01-12,SKU300,ANZ-West,100
2024-01-12,SKU310,ANZ-North,99
2024-01-12,SKU310,ANZ-South,103
2024-01-12,SKU310,ANZ-East,111
2024-01-12,SKU310,ANZ-West,70
2024-01-13,SKU100,ANZ-North,330
2024-01-13,SKU100,ANZ-South,335
2024-01-13,SKU100,ANZ-East,362
2024-01-13,SKU100,ANZ-West,350
2024-01-13,SKU110,ANZ-North,278
2024-01-13,SKU110,ANZ-South,226
2024-01-13,SKU110,ANZ-East,213
2024-01-13,SKU110,ANZ-West,238
2024-01-13,SKU200,ANZ-North,144
2024-01-13,SKU200,ANZ-South,154
2024-01-13,SKU200,ANZ-East,143
2024-01-13,SKU200,ANZ-West,170
2024-01-13,SKU210,ANZ-North,122
2024-01-13,SKU210,ANZ-South,163
2024-01-13,SKU210,ANZ-East,135
2024-01-13,SKU210,ANZ-West,117
2024-01-13,SKU300,ANZ-North,126
2024-01-13,SKU300,ANZ-South,98
2024-01-13,SKU300,ANZ-East,105
2024-01-13,SKU300,ANZ-West,93
2024-01-13,SKU310,ANZ-North,82
2024-01-13,SKU310,ANZ-South,79
2024-01-13,SKU310,ANZ-East,83
2024-01-13,SKU310,ANZ-West,88
2024-01-14,SKU100,ANZ-North,374
2024-01-14,SKU100,ANZ-South,339
2024-01-14,SKU100,ANZ-East,402
2024-01-14,SKU100,ANZ-West,352
2024-01-14,SKU110,ANZ-North,241
2024-01-14,SKU110,ANZ-South,217
2024-01-14,SKU110,ANZ-East,219
2024-01-14,SKU110,ANZ-West,229
2024-01-14,SKU200,ANZ-North,212
2024-01-14,SKU200,ANZ-South,191
2024-01-14,SKU200,ANZ-East,154
2024-01-14,SKU200,ANZ-West,142
2024-01-14,SKU210,ANZ-North,134
2024-01-14,SKU210,ANZ-South,111
2024-01-14,SKU210,ANZ-East,159
2024-01-14,SKU210,ANZ-West,126
2024-01-14,SKU300,ANZ-North,90
2024-01-14,SKU300,ANZ-South,119
2024-01-14,SKU300,ANZ-East,120
2024-01-14,SKU300,ANZ-West,108
2024-01-14,SKU310,ANZ-North,91
2024-01-14,SKU310,ANZ-South,95
2024-01-14,SKU310,ANZ-East,82
2024-01-14,SKU310,ANZ-West,81
2024-01-15,SKU100,ANZ-North,404
2024-01-15,SKU100,ANZ-South,392
2024-01-15,SKU100,ANZ-East,381
2024-01-15,SKU100,ANZ-West,383
2024-01-15,SKU110,ANZ-North,250
2024-01-15,SKU110,ANZ-South,218
2024-01-15,SKU110,ANZ-East,285
2024-01-15,SKU110,ANZ-West,260
2024-01-15,SKU200,ANZ-North,159
2024-01-15,SKU200,ANZ-South,167
2024-01-15,SKU200,ANZ-East,220
2024-01-15,SKU200,ANZ-West,136
2024-01-15,SKU210,ANZ-North,151
2024-01-15,SKU210,ANZ-South,118
2024-01-15,SKU210,ANZ-East,146
2024-01-15,SKU210,ANZ-West,117
2024-01-15,SKU300,ANZ-North,110
2024-01-15,SKU300,ANZ-South,77
2024-01-15,SKU300,ANZ-East,94
2024-01-15,SKU300,ANZ-West,90
2024-01-15,SKU310,ANZ-North,101
2024-01-15,SKU310,ANZ-South,87
2024-01-15,SKU310,ANZ-East,107
2024-01-15,SKU310,ANZ-West,101
2024-01-16,SKU100,ANZ-North,359
2024-01-16,SKU100,ANZ-South,298
2024-01-16,SKU100,ANZ-East,456
2024-01-16,SKU100,ANZ-West,303
2024-01-16,SKU110,ANZ-North,205
2024-01-16,SKU110,ANZ-South,249
2024-01-16,SKU110,ANZ-East,220
2024-01-16,SKU110,ANZ-West,253
2024-01-16,SKU200,ANZ-North,155
2024-01-16,SKU200,ANZ-South,162
2024-01-16,SKU200,ANZ-East,177
2024-01-16,SKU200,ANZ-West,159
2024-01-16,SKU210,ANZ-North,123
2024-01-16,SKU210,ANZ-South,138
2024-01-16,SKU210,ANZ-East,130
2024-01-16,SKU210,ANZ-West,147
2024-01-16,SKU300,ANZ-North,89
2024-01-16,SKU300,ANZ-South,90
2024-01-16,SKU300,ANZ-East,100
2024-01-16,SKU300,ANZ-West,86
2024-01-16,SKU310,ANZ-North,117
2024-01-16,SKU310,ANZ-South,99
2024-01-16,SKU310,ANZ-East,80
2024-01-16,SKU310,ANZ-West,105
2024-01-17,SKU100,ANZ-North,322
2024-01-17,SKU100,ANZ-South,325
2024-01-17,SKU100,ANZ-East,422
2024-01-17,SKU100,ANZ-West,341
2024-01-17,SKU110,ANZ-North,237
2024-01-17,SKU110,ANZ-South,260
2024-01-17,SKU110,ANZ-East,220
2024-01-17,SKU110,ANZ-West,225
2024-01-17,SKU200,ANZ-North,121
2024-01-17,SKU200,ANZ-South,143
2024-01-17,SKU200,ANZ-East,141
2024-01-17,SKU200,ANZ-West,170
2024-01-17,SKU210,ANZ-North,136
2024-01-17,SKU210,ANZ-South,161
2024-01-17,SKU210,ANZ-East,126
2024-01-17,SKU210,ANZ-West,165
2024-01-17,SKU300,ANZ-North,105
2024-01-17,SKU300,ANZ-South,93
2024-01-17,SKU300,ANZ-East,93
2024-01-17,SKU300,ANZ-West,82
2024-01-17,SKU310,ANZ-North,96
2024-01-17,SKU310,ANZ-South,76
2024-01-17,SKU310,ANZ-East,76
2024-01-17,SKU310,ANZ-West,99
2024-01-18,SKU100,ANZ-North,363
2024-01-18,SKU100,ANZ-South,327
2024-01-18,SKU100,ANZ-East,315
2024-01-18,SKU100,ANZ-West,417
2024-01-18,SKU110,ANZ-North,246
2024-01-18,SKU110,ANZ-South,269
2024-01-18,SKU110,ANZ-East,259
2024-01-18,SKU110,ANZ-West,214
2024-01-18,SKU200,ANZ-North,176
2024-01-18,SKU200,ANZ-South,190
2024-01-18,SKU200,ANZ-East,153
2024-01-18,SKU200,ANZ-West,152
2024-01-18,SKU210,ANZ-North,173
2024-01-18,SKU210,ANZ-South,145
2024-01-18,SKU210,ANZ-East,103
2024-01-18,SKU210,ANZ-West,128
2024-01-18,SKU300,ANZ-North,81
2024-01-18,SKU300,ANZ-South,111
2024-01-18,SKU300,ANZ-East,111
2024-01-18,SKU300,ANZ-West,96
2024-01-18,SKU310,ANZ-North,75
2024-01-18,SKU310,ANZ-South,93
2024-01-18,SKU310,ANZ-East,96
2024-01-18,SKU310,ANZ-West,76
2024-01-19,SKU100,ANZ-North,340
2024-01-19,SKU100,ANZ-South,322
2024-01-19,SKU100,ANZ-East,374
2024-01-19,SKU100,ANZ-West,387
2024-01-19,SKU110,ANZ-North,237
2024-01-19,SKU110,ANZ-South,204
2024-01-19,SKU110,ANZ-East,255
2024-01-19,SKU110,ANZ-West,223
2024-01-19,SKU200,ANZ-North,153
2024-01-19,SKU200,ANZ-South,127
2024-01-19,SKU200,ANZ-East,153
2024-01-19,SKU200,ANZ-West,172
2024-01-19,SKU210,ANZ-North,138
2024-01-19,SKU210,ANZ-South,110
2024-01-19,SKU210,ANZ-East,115
2024-01-19,SKU210,ANZ-West,143
2024-01-19,SKU300,ANZ-North,92
2024-01-19,SKU300,ANZ-South,102
2024-01-19,SKU300,ANZ-East,104
2024-01-19,SKU300,ANZ-West,106
2024-01-19,SKU310,ANZ-North,81
2024-01-19,SKU310,ANZ-South,98
2024-01-19,SKU310,ANZ-East,104
2024-01-19,SKU310,ANZ-West,88
2024-01-20,SKU100,ANZ-North,351
2024-01-20,SKU100,ANZ-South,369
2024-01-20,SKU100,ANZ-East,391
2024-01-20,SKU100,ANZ-West,342
2024-01-20,SKU110,ANZ-North,235
2024-01-20,SKU110,ANZ-South,240
2024-01-20,SKU110,ANZ-East,228
2024-01-20,SKU110,ANZ-West,278
2024-01-20,SKU200,ANZ-North,163
2024-01-20,SKU200,ANZ-South,154
2024-01-20,SKU200,ANZ-East,150
2024-01-20,SKU200,ANZ-West,122
2024-01-20,SKU210,ANZ-North,138
2024-01-20,SKU210,ANZ-South,115
2024-01-20,SKU210,ANZ-East,137
2024-01-20,SKU210,ANZ-West,115
2024-01-20,SKU300,ANZ-North,111
2024-01-20,SKU300,ANZ-South,121
2024-01-20,SKU300,ANZ-East,110
2024-01-20,SKU300,ANZ-West,109
2024-01-20,SKU310,ANZ-North,89
2024-01-20,SKU310,ANZ-South,108
2024-01-20,SKU310,ANZ-East,101
2024-01-20,SKU310,ANZ-West,78
2024-01-21,SKU100,ANZ-North,337
2024-01-21,SKU100,ANZ-South,325
2024-01-21,SKU100,ANZ-East,347
2024-01-21,SKU100,ANZ-West,388
2024-01-21,SKU110,ANZ-North,227
2024-01-21,SKU110,ANZ-South,279
2024-01-21,SKU110,ANZ-East,240
2024-01-21,SKU110,ANZ-West,225
2024-01-21,SKU200,ANZ-North,123
2024-01-21,SKU200,ANZ-South,182
2024-01-21,SKU200,ANZ-East,137
2024-01-21,SKU200,ANZ-West,196
2024-01-21,SKU210,ANZ-North,118
2024-01-21,SKU210,ANZ-South,136
2024-01-21,SKU210,ANZ-East,139
2024-01-21,SKU210,ANZ-West,113
2024-01-21,SKU300,ANZ-North,92
2024-01-21,SKU300,ANZ-South,102
2024-01-21,SKU300,ANZ-East,116
2024-01-21,SKU300,ANZ-West,80
2024-01-21,SKU310,ANZ-North,91
2024-01-21,SKU310,ANZ-South,97
2024-01-21,SKU310,ANZ-East,101
2024-01-21,SKU310,ANZ-West,82
2024-01-22,SKU100,ANZ-North,360
2024-01-22,SKU100,ANZ-South,367
2024-01-22,SKU100,ANZ-East,356
2024-01-22,SKU100,ANZ-West,352
2024-01-22,SKU110,ANZ-North,256
2024-01-22,SKU110,ANZ-South,186
2024-01-22,SKU110,ANZ-East,225
2024-01-22,SKU110,ANZ-West,205
2024-01-22,SKU200,ANZ-North,135
2024-01-22,SKU200,ANZ-South,178
2024-01-22,SKU200,ANZ-East,183
2024-01-22,SKU200,ANZ-West,129
2024-01-22,SKU210,ANZ-North,133
2024-01-22,SKU210,ANZ-South,127
2024-01-22,SKU210,ANZ-East,162
2024-01-22,SKU210,ANZ-West,141
2024-01-22,SKU300,ANZ-North,84
2024-01-22,SKU300,ANZ-South,89
2024-01-22,SKU300,ANZ-East,104
2024-01-22,SKU300,ANZ-West,120
2024-01-22,SKU310,ANZ-North,90
2024-01-22,SKU310,ANZ-South,71
2024-01-22,SKU310,ANZ-East,91
2024-01-22,SKU310,ANZ-West,102
2024-01-23,SKU100,ANZ-North,353
2024-01-23,SKU100,ANZ-South,310
2024-01-23,SKU100,ANZ-East,281
2024-01-23,SKU100,ANZ-West,343
2024-01-23,SKU110,ANZ-North,220
2024-01-23,SKU110,ANZ-South,266
2024-01-23,SKU110,ANZ-East,249
2024-01-23,SKU110,ANZ-West,214
2024-01-23,SKU200,ANZ-North,174
2024-01-23,SKU200,ANZ-South,169
2024-01-23,SKU200,ANZ-East,126
2024-01-23,SKU200,ANZ-West,124
2024-01-23,SKU210,ANZ-North,135
2024-01-23,SKU210,ANZ-South,123
2024-01-23,SKU210,ANZ-East,132
2024-01-23,SKU210,ANZ-West,128
2024-01-23,SKU300,ANZ-North,112
2024-01-23,SKU300,ANZ-South,107
2024-01-23,SKU300,ANZ-East,80
2024-01-23,SKU300,ANZ-West,103
2024-01-23,SKU310,ANZ-North,102
2024-01-23,SKU310,ANZ-South,63
2024-01-23,SKU310,ANZ-East,80
2024-01-23,SKU310,ANZ-West,99
2024-01-24,SKU100,ANZ-North,388
2024-01-24,SKU100,ANZ-South,399
2024-01-24,SKU100,ANZ-East,404
2024-01-24,SKU100,ANZ-West,350
2024-01-24,SKU110,ANZ-North,233
2024-01-24,SKU110,ANZ-South,194
2024-01-24,SKU110,ANZ-East,232
2024-01-24,SKU110,ANZ-West,252
2024-01-24,SKU200,ANZ-North,132
2024-01-24,SKU200,ANZ-South,153
2024-01-24,SKU200,ANZ-East,185
2024-01-24,SKU200,ANZ-West,127
2024-01-24,SKU210,ANZ-North,138
2024-01-24,SKU210,ANZ-South,128
2024-01-24,SKU210,ANZ-East,141
2024-01-24,SKU210,ANZ-West,131
2024-01-24,SKU300,ANZ-North,102
2024-01-24,SKU300,ANZ-South,117
2024-01-24,SKU300,ANZ-East,108
2024-01-24,SKU300,ANZ-West,101
2024-01-24,SKU310,ANZ-North,112
2024-01-24,SKU310,ANZ-South,91
2024-01-24,SKU310,ANZ-East,76
2024-01-24,SKU310,ANZ-West,75
2024-01-25,SKU100,ANZ-North,435
2024-01-25,SKU100,ANZ-South,298
2024-01-25,SKU100,ANZ-East,316
2024-01-25,SKU100,ANZ-West,353
2024-01-25,SKU110,ANZ-North,247
2024-01-25,SKU110,ANZ-South,240
2024-01-25,SKU110,ANZ-East,252
2024-01-25,SKU110,ANZ-West,247
2024-01-25,SKU200,ANZ-North,125
2024-01-25,SKU200,ANZ-South,135
2024-01-25,SKU200,ANZ-East,177
2024-01-25,SKU200,ANZ-West,136
2024-01-25,SKU210,ANZ-North,128
2024-01-25,SKU210,ANZ-South,129
2024-01-25,SKU210,ANZ-East,140
2024-01-25,SKU210,ANZ-West,120
2024-01-25,SKU300,ANZ-North,88
2024-01-25,SKU300,ANZ-South,113
2024-01-25,SKU300,ANZ-East,89
2024-01-25,SKU300,ANZ-West,105
2024-01-25,SKU310,ANZ-North,83
2024-01-25,SKU310,ANZ-South,75
2024-01-25,SKU310,ANZ-East,112
2024-01-25,SKU310,ANZ-West,107
2024-01-26,SKU100,ANZ-North,353
2024-01-26,SKU100,ANZ-South,285
2024-01-26,SKU100,ANZ-East,432
2024-01-26,SKU100,ANZ-West,363
2024-01-26,SKU110,ANZ-North,251
2024-01-26,SKU110,ANZ-South,227
2024-01-26,SKU110,ANZ-East,214
2024-01-26,SKU110,ANZ-West,193
2024-01-26,SKU200,ANZ-North,160
2024-01-26,SKU200,ANZ-South,174
2024-01-26,SKU200,ANZ-East,175
2024-01-26,SKU200,ANZ-West,128
2024-01-26,SKU210,ANZ-North,151
2024-01-26,SKU210,ANZ-South,126
2024-01-26,SKU210,ANZ-East,153
2024-01-26,SKU210,ANZ-West,173
2024-01-26,SKU300,ANZ-North,119
2024-01-26,SKU300,ANZ-South,99
2024-01-26,SKU300,ANZ-East,99
2024-01-26,SKU300,ANZ-West,92
2024-01-26,SKU310,ANZ-North,83
2024-01-26,SKU310,ANZ-South,91
2024-01-26,SKU310,ANZ-East,75
2024-01-26,SKU310,ANZ-West,69
2024-01-27,SKU100,ANZ-North,372
2024-01-27,SKU100,ANZ-South,371
2024-01-27,SKU100,ANZ-East,307
2024-01-27,SKU100,ANZ-West,416
2024-01-27,SKU110,ANZ-North,236
2024-01-27,SKU110,ANZ-South,228
2024-01-27,SKU110,ANZ-East,243
2024-01-27,SKU110,ANZ-West,273
2024-01-27,SKU200,ANZ-North,149
2024-01-27,SKU200,ANZ-South,159
2024-01-27,SKU200,ANZ-East,207
2024-01-27,SKU200,ANZ-West,178
2024-01-27,SKU210,ANZ-North,171
2024-01-27,SKU210,ANZ-South,137
2024-01-27,SKU210,ANZ-East,156
2024-01-27,SKU210,ANZ-West,167
2024-01-27,SKU300,ANZ-North,114
2024-01-27,SKU300,ANZ-South,107
2024-01-27,SKU300,ANZ-East,104
2024-01-27,SKU300,ANZ-West,126
2024-01-27,SKU310,ANZ-North,104
2024-01-27,SKU310,ANZ-South,90
2024-01-27,SKU310,ANZ-East,102
2024-01-27,SKU310,ANZ-West,102
2024-01-28,SKU100,ANZ-North,420
2024-01-28,SKU100,ANZ-South,334
2024-01-28,SKU100,ANZ-East,399
2024-01-28,SKU100,ANZ-West,289
2024-01-28,SKU110,ANZ-North,250
2024-01-28,SKU110,ANZ-South,257
2024-01-28,SKU110,ANZ-East,175
2024-01-28,SKU110,ANZ-West,268
2024-01-28,SKU200,ANZ-North,150
2024-01-28,SKU200,ANZ-South,141
2024-01-28,SKU200,ANZ-East,178
2024-01-28,SKU200,ANZ-West,251
2024-01-28,SKU210,ANZ-North,117
2024-01-28,SKU210,ANZ-South,114
2024-01-28,SKU210,ANZ-East,141
2024-01-28,SKU210,ANZ-West,119
2024-01-28,SKU300,ANZ-North,86
